0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.08,1.12,1.16,1.18,1.23,1.19,1.15,1.07,1.11,1.09,1.06,0.99,1.0,0.98,0.96,0.92,0.92,0.86,0.75,0.6,0.58,0.53,0.49,0.29,0.12,0.02,0.0,0.09,0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.17,0.18,0.15,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.48,0.67,0.67,0.39,0.34,0.45,0.57,0.7,0.78,0.89,0.88,0.83,0.73,0.64,0.48,0.27,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.0,0.02,0.02,0.06,0.04,0.04,0.01,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85,0.74,0.69,0.65,0.64,0.68,0.67,0.57,0.45,0.54,0.53,0.53,0.4,0.4,0.36,0.4,0.44,0.34,0.18,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.38,0.38,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.28,0.86,0.81,0.58,0.0,0.0,0.02,0.02,0.02,0.0,0.1,0.11,0.15,0.04,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46,0.65,0.74,0.8,0.75,0.8,0.77,0.82,0.79,0.76,0.72,0.73,0.76,0.85,0.9,0.93,0.92,0.93,0.95,0.94,0.99,1.07,1.13,1.19,1.21,1.27,1.27,1.27,1.33,1.33,1.47,1.52,1.65,1.58,1.47,1.45,1.46,1.56,1.58,1.69,1.74,1.79,1.84,1.9,2.03,2.08,2.03,1.95,1.85,1.84,1.71,1.52,1.22,0.97,0.92,1.04,1.21,1.21,1.1,1.01,1.05,1.33,1.59,1.82,1.9,1.83,1.75,1.55,1.52,1.49,1.45,1.34,1.23,1.15,1.11,1.22,1.36,1.5,1.46,1.44,1.4,1.33,1.31,1.35,1.49,1.62,1.69,1.71,1.67,1.62,1.52,1.42,1.34,1.33,1.36,1.36,1.39,1.41,1.38,1.33,1.23,1.16,1.12,1.17,1.2,1.24,1.24,1.23,1.18,1.14,1.2,1.26,1.35,1.31,1.27,1.17,1.14,1.16,1.16,1.14,1.17,1.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.04,0.0,0.0,0.0,0.0,0.12,0.12,0.15,0.03,0.07,0.12,0.26,0.35,0.36,0.29,0.18,0.14,0.09,0.12,0.09,0.1,0.1,0.13,0.19,0.17,0.13,0.06,0.04,0.04,0.02,0.02,0.0,0.02,0.09,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.14,0.34,0.6,0.89,1.18,1.51,1.75,1.82,1.68,1.48,1.4,1.49,1.65,1.75,1.66,1.31,0.8,0.33,0.07,0.0,0.1,0.24,0.41,0.32,0.24,0.13,0.12,0.06,0.02,0.15,0.35,0.61,0.73,0.64,0.44,0.18,0.07,0.0,0.0,0.01,0.16,0.35,0.58,0.7,0.76,0.71,0.52,0.26,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.19,0.32,0.27,0.29,0.15,0.1,0.05,0.05,0.08,0.03,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.17,0.44,0.73,0.95,1.05,1.09,1.19,1.29,1.17,0.89,0.6,0.52,0.59,0.73,0.85,0.88,0.62,0.36,0.08,0.07,0.11,0.19,0.18,0.18,0.16,0.15,0.13,0.15,0.17,0.12,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.41,0.69,0.76,0.72,0.45,0.24,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.09,0.19,0.3,0.35,0.37,0.4,0.47,0.54,0.69,0.96,1.45,1.88,2.16,2.3,2.39,2.54,2.79,2.74,2.55,2.08,2.0,2.18,2.48,2.56,2.38,2.02,1.74,1.53,1.42,1.42,1.53,1.75,1.85,1.67,1.24,0.77,0.59,0.5,0.48,0.55,0.7,0.89,0.83,0.67,0.45,0.21,0.08,0.06,0.2,0.48,0.82,1.3,1.67,1.89,1.87,1.72,1.54,1.25,1.02,0.82,0.79,0.73,0.76,0.6,0.39,0.17,0.11,0.29,0.4,0.53,0.52,0.5,0.44,0.43,0.51,0.45,0.44,0.34,0.25,0.2,0.17,0.23,0.2,0.12,0.06,0.01,0.01,0.01,0.02,0.07,0.13,0.1,0.09,0.03,0.04,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.3,0.65,1.05,1.31,1.55,1.47,1.3,1.03,1.01,1.23,1.58,1.81,1.79,1.43,0.85,0.34,0.03,0.0,0.13,0.3,0.47,0.35,0.22,0.07,0.1,0.07,0.04,0.13,0.45,0.88,1.12,0.93,0.5,0.13,0.0,0.01,0.01,0.01,0.14,0.4,0.66,0.8,0.83,0.79,0.62,0.32,0.11,0.0,0.0,0.0,0.04,0.04,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.29,0.59,0.95,1.32,1.66,2.01,2.4,2.67,2.54,2.19,1.98,2.08,2.39,2.56,2.5,1.97,1.09,0.39,0.0,0.0,0.05,0.21,0.3,0.25,0.09,0.0,0.0,0.0,0.0,0.03,0.47,1.05,1.62,1.69,1.44,0.89,0.71,0.79,1.08,0.96,0.87,0.83,0.92,0.89,0.91,0.6,0.33,0.0,0.0,0.02,0.04,0.04,0.02,0.0,0.0,0.11,0.21,0.21,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
