0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.06,0.04,0.04,0.07,0.08,0.11,0.12,0.12,0.09,0.05,0.0,0.0,0.0,0.12,0.25,0.34,0.23,0.2,0.3,0.49,0.61,0.65,0.55,0.6,0.72,1.06,1.11,0.88,0.57,0.39,0.39,0.36,0.32,0.3,0.25,0.25,0.21,0.15,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.15,0.24,0.22,0.14,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.06,0.12,0.18,0.17,0.16,0.13,0.11,0.07,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.03,0.11,0.33,0.64,0.81,0.94,0.95,0.9,0.88,1.03,1.42,1.51,1.35,0.97,0.76,0.55,0.34,0.12,0.01,0.01,0.09,0.16,0.16,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.12,0.12,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.1,0.15,0.21,0.22,0.27,0.29,0.3,0.29,0.28,0.19,0.1,0.03,0.01,0.0,0.0,0.0,0.0,0.09,0.19,0.32,0.33,0.31,0.22,0.23,0.24,0.2,0.13,0.08,0.13,0.2,0.2,0.18,0.17,0.2,0.21,0.1,0.04,0.0,0.01,0.08,0.23,0.38,0.52,0.62,0.63,0.56,0.42,0.45,0.46,0.44,0.42,0.38,0.44,0.52,0.58,0.56,0.44,0.4,0.41,0.4,0.43,0.45,0.52,0.49,0.48,0.3,0.21,0.07,0.08,0.08,0.18,0.29,0.32,0.33,0.43,0.46,0.52,0.47,0.53,0.53,0.66,0.78,0.85,0.75,0.7,0.65,0.76,0.77,0.77,0.72,0.7,0.65,0.58,0.5,0.53,0.58,0.62,0.68,0.62,0.68,0.69,0.77,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.05,0.03,0.03,0.0,0.0,0.0,0.03,0.13,0.2,0.17,0.07,0.08,0.11,0.18,0.1,0.11,0.05,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.22,0.43,0.59,0.56,0.42,0.15,0.07,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.07,0.07,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.39,2.57,2.65,2.64,2.58,2.54,2.47,2.41,2.4,2.45,2.45,2.44,2.4,2.32,2.25,2.12,2.19,2.24,2.41,2.39,2.33,2.23,2.25,2.3,2.35,2.28,2.19,2.06,1.87,1.57,1.32,1.18,1.28,1.41,1.62,1.74,1.8,1.76,1.65,1.59,1.53,1.62,1.81,2.04,2.22,2.3,2.34,2.27,2.13,1.95,1.79,1.7,1.61,1.54,1.4,1.29,1.34,1.51,1.67,1.77,1.89,2.04,2.13,2.13,1.99,1.79,1.48,1.2,0.97,0.93,1.05,1.19,1.33,1.48,1.61,1.7,1.75,1.81,1.87,1.89,1.88,1.87,1.91,1.94,1.98,1.98,1.96,1.95,1.92,1.93,1.94,1.97,1.96,1.99,2.03,2.05,2.01,2.0,2.05,2.14,2.23,2.28,2.32,2.36,2.42,2.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.84,1.77,1.73,1.76,1.74,1.83,1.83,1.89,1.97,2.06,1.94,1.87,1.84,1.95,1.89,1.88,1.95,2.03,2.05,2.01,2.06,1.9,1.86,1.64,1.68,1.56,1.42,1.16,1.11,0.91,1.05,1.0,1.3,1.43,1.51,1.5,1.45,1.5,1.51,1.49,1.5,1.6,1.67,1.63,1.35,1.21,1.11,1.08,1.11,1.02,1.02,1.07,1.12,1.22,1.06,1.02,1.06,1.17,1.23,1.14,1.13,1.2,1.32,1.36,1.18,0.91,0.54,0.36,0.25,0.26,0.27,0.33,0.43,0.59,0.78,0.87,0.72,0.58,0.46,0.62,0.73,0.76,0.89,0.83,0.92,0.73,0.8,0.82,0.94,0.9,0.86,0.96,0.99,0.96,0.87,0.81,0.83,0.67,0.88,0.87,1.18,1.11,1.19,1.1,1.09,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.05,0.06,0.03,0.01,0.0,0.0,0.0,0.07,0.14,0.22,0.2,0.23,0.15,0.09,0.0,0.02,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.05,0.05,0.03,0.12,0.19,0.31,0.28,0.35,0.34,0.32,0.21,0.1,0.05,0.03,0.08,0.17,0.22,0.3,0.29,0.24,0.12,0.03,0.0,0.05,0.1,0.17,0.12,0.07,0.0,0.0,0.0,0.04,0.04,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.24,3.27,3.17,2.95,2.85,2.77,2.67,2.63,2.6,2.64,2.62,2.62,2.67,2.62,2.59,2.53,2.6,2.61,2.59,2.46,2.38,2.42,2.59,2.74,2.89,3.02,3.13,3.01,2.81,2.52,2.16,1.84,1.7,1.85,2.18,2.36,2.39,2.27,2.22,2.16,2.13,2.22,2.46,2.74,2.9,3.06,3.09,3.04,2.9,2.83,2.76,2.55,2.28,2.03,1.96,1.96,2.09,2.27,2.4,2.39,2.3,2.36,2.51,2.64,2.73,2.69,2.62,2.39,2.14,1.89,1.82,1.91,2.08,2.22,2.36,2.38,2.35,2.28,2.3,2.36,2.42,2.45,2.51,2.49,2.56,2.58,2.58,2.49,2.46,2.5,2.55,2.55,2.52,2.53,2.53,2.54,2.55,2.57,2.7,2.69,2.75,2.74,2.79,2.79,2.75,2.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.41,3.49,3.5,3.47,3.49,3.5,3.43,3.28,3.17,3.14,3.16,3.18,3.15,3.09,3.04,3.03,3.11,3.13,3.17,3.1,3.09,3.08,3.2,3.33,3.43,3.44,3.37,3.17,2.82,2.36,1.93,1.74,1.68,1.81,2.04,2.27,2.47,2.44,2.4,2.35,2.36,2.47,2.64,2.85,2.99,2.98,2.91,2.74,2.58,2.4,2.22,2.13,2.12,2.11,2.02,1.87,1.87,2.04,2.33,2.68,2.95,3.17,3.22,3.2,3.06,2.91,2.63,2.4,2.19,2.14,2.17,2.28,2.43,2.62,2.78,2.88,2.97,3.04,3.08,3.1,3.12,3.19,3.26,3.32,3.34,3.36,3.33,3.29,3.32,3.35,3.38,3.35,3.36,3.36,3.37,3.37,3.35,3.3,3.32,3.37,3.45,3.43,3.44,3.44,3.48,3.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.26,1.43,1.52,1.77,1.8,1.94,2.02,2.05,2.04,2.0,1.97,2.01,2.03,1.96,1.79,1.47,1.15,0.94,0.79,0.99,1.18,1.64,1.94,2.3,2.46,2.62,2.69,2.82,2.78,2.39,1.82,1.32,1.34,1.5,1.78,1.85,1.84,1.79,1.69,1.53,1.42,1.45,1.76,2.12,2.44,2.59,2.49,2.36,2.27,2.28,2.14,1.85,1.61,1.57,1.5,1.44,1.4,1.58,1.72,1.7,1.68,1.63,1.79,1.92,2.05,1.98,1.8,1.6,1.39,1.14,0.99,0.95,1.1,1.32,1.64,1.89,1.94,1.91,1.94,1.99,1.95,1.95,1.92,1.91,1.84,1.85,1.91,1.95,1.98,1.93,1.84,1.8,1.74,1.75,1.82,1.95,2.06,2.05,2.08,2.11,2.12,2.08,2.07,2.04,1.99,1.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
