0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.12,0.1,0.1,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.36,0.65,0.77,0.76,0.63,0.62,0.52,0.44,0.23,0.15,0.12,0.18,0.12,0.14,0.08,0.08,0.14,0.31,0.46,0.49,0.52,0.45,0.28,0.1,0.02,0.02,0.0,0.18,0.42,0.72,0.8,0.96,1.15,1.58,1.94,2.29,2.51,2.71,2.78,2.59,2.14,1.9,1.71,1.7,1.52,1.45,1.39,1.27,1.25,1.21,1.21,1.04,0.93,0.98,0.97,0.88,0.57,0.31,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.12,0.16,0.3,0.46,0.79,0.91,0.78,0.48,0.31,0.21,0.22,0.13,0.12,0.02,0.02,0.02,0.0,0.0,0.0,0.0,0.07,0.42,0.86,1.3,1.44,1.31,0.93,0.53,0.31,0.19,0.12,0.09,0.07,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.51,0.8,0.91,0.74,0.64,0.35,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.1,0.1,0.08,0.07,0.09,0.15,0.17,0.22,0.22,0.23,0.18,0.18,0.13,0.15,0.15,0.23,0.26,0.35,0.43,0.5,0.49,0.4,0.39,0.38,0.42,0.37,0.24,0.11,0.06,0.24,0.46,0.65,0.79,0.87,1.01,1.04,1.1,0.99,0.81,0.6,0.43,0.34,0.27,0.22,0.26,0.2,0.27,0.38,0.49,0.41,0.23,0.09,0.05,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.04,0.04,0.11,0.19,0.28,0.29,0.22,0.17,0.12,0.14,0.24,0.25,0.4,0.26,0.21,0.0,0.0,0.0,0.02,0.14,0.37,0.5,0.58,0.53,0.46,0.27,0.08,0.0,0.0,0.07,0.08,0.29,0.45,0.66,0.69,0.84,0.85,0.86,0.67,0.58,0.5,0.56,0.68,1.01,1.34,1.55,1.6,1.51,1.48,1.35,1.27,1.18,1.12,1.15,1.23,1.24,1.17,1.02,0.87,0.74,0.68,0.65,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.24,0.24,0.13,0.1,0.15,0.12,0.07,0.0,0.0,0.0,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.22,0.46,0.57,0.55,0.46,0.34,0.2,0.05,0.07,0.07,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.41,0.72,0.98,1.01,0.97,0.61,0.27,0.0,0.0,0.02,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.11,0.25,0.33,0.47,0.57,0.79,0.85,0.88,0.85,0.88,0.9,0.84,0.62,0.33,0.11,0.01,0.02,0.1,0.19,0.27,0.52,0.65,0.7,0.51,0.29,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.18,0.48,0.48,0.58,0.31,0.33,0.18,0.29,0.32,0.3,0.16,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.17,0.49,0.74,0.82,0.75,0.63,0.52,0.46,0.4,0.32,0.16,0.08,0.03,0.0,0.0,0.0,0.0,0.0,0.04,0.14,0.21,0.23,0.33,0.45,0.61,0.84,1.05,1.28,1.28,1.24,1.06,0.98,0.85,0.97,0.94,1.13,1.04,0.87,0.86,0.78,0.63,0.22,0.0,0.0,0.0,0.0,0.0,0.03,0.04,0.12,0.31,0.5,0.43,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.14,0.26,0.18,0.21,0.19,0.3,0.28,0.3,0.21,0.24,0.19,0.18,0.09,0.01,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.1,0.1,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.05,0.05,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.26,0.46,0.34,0.31,0.11,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.17,0.38,0.55,0.71,0.8,0.99,1.17,1.26,1.25,1.29,1.4,1.46,1.49,1.42,1.41,1.33,1.21,1.09,0.98,0.97,0.96,0.95,0.94,0.89,0.91,0.96,1.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.03,0.0,0.0,0.0,0.01,0.2,0.31,0.33,0.26,0.26,0.24,0.26,0.32,0.49,0.59,0.7,0.77,0.81,0.71,0.65,0.5,0.5,0.51,0.63,0.61,0.81,1.0,1.29,1.36,1.48,1.47,1.61,1.71,1.85,1.49,0.85,0.26,0.0,0.0,0.18,0.51,0.92,1.24,1.36,1.28,1.26,1.16,1.33,1.21,1.18,0.78,0.47,0.19,0.12,0.14,0.18,0.34,0.6,0.9,1.16,1.24,1.24,1.11,1.03,0.98,0.93,0.84,0.61,0.39,0.14,0.06,0.0,0.04,0.14,0.25,0.45,0.55,0.67,0.64,0.59,0.51,0.36,0.28,0.26,0.24,0.21,0.13,0.11,0.08,0.11,0.19,0.22,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.34,0.34,0.38,0.42,0.45,0.47,0.52,0.56,0.6,0.61,0.6,0.58,0.57,0.6,0.61,0.6,0.55,0.52,0.5,0.45,0.39,0.31,0.23,0.17,0.09,0.05,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.22,0.37,0.61,0.78,1.04,1.22,1.26,1.19,1.0,0.81,0.58,0.45,0.35,0.49,0.75,1.17,1.57,1.91,2.12,2.4,2.64,2.87,2.89,2.74,2.55,2.49,2.46,2.25,1.79,1.31,0.97,0.84,0.88,1.03,1.1,1.16,1.19,1.32,1.44,1.54,1.49,1.43,1.09,0.79,0.38,0.23,0.07,0.03,0.05,0.29,0.62,1.01,1.3,1.5,1.67,1.74,1.8,1.81,1.8,1.76,1.71,1.59,1.46,1.3,1.23,1.12,1.03,0.96,0.96,0.98,0.92,0.85,0.74,0.71,0.72,0.69,0.66,0.62,0.67,0.77,0.82,0.86,0.88,0.95,1.03,1.03,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.05,0.1,0.17,0.15,0.14,0.14,0.22,0.26,0.33,0.39,0.42,0.43,0.41,0.35,0.26,0.14,0.09,0.01,0.0,0.0,0.0,0.0,0.0,0.13,0.43,0.66,0.71,0.71,0.77,0.86,0.86,0.83,0.78,0.54,0.28,0.07,0.0,0.0,0.23,0.61,0.97,1.18,1.21,1.27,1.26,1.3,1.34,1.38,1.38,1.37,1.55,1.79,1.92,1.74,1.57,1.41,1.37,1.34,1.26,1.16,1.01,1.09,1.31,1.52,1.61,1.61,1.38,1.04,0.64,0.38,0.2,0.04,0.0,0.0,0.0,0.0,0.05,0.11,0.19,0.24,0.36,0.57,0.74,0.82,0.88,0.87,0.86,0.77,0.76,0.79,0.86,0.88,1.01,0.97,1.13,1.15,1.24,1.2,1.19,1.1,1.16,1.13,1.16,1.07,1.11,1.22,1.3,1.29,1.26,1.18,1.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
