0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.08,0.17,0.29,0.58,0.77,0.89,0.88,0.89,0.87,0.86,0.96,0.91,0.68,0.35,0.2,0.19,0.38,0.36,0.27,0.05,0.06,0.25,0.37,0.34,0.18,0.08,0.23,0.34,0.36,0.3,0.18,0.11,0.14,0.13,0.24,0.21,0.28,0.34,0.54,0.67,0.77,0.72,0.63,0.36,0.12,0.08,0.14,0.15,0.1,0.22,0.39,0.52,0.69,0.85,0.93,0.72,0.48,0.35,0.28,0.22,0.09,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.06,0.06,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.14,0.17,0.15,0.3,0.43,0.9,1.0,1.06,0.74,0.47,0.26,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.04,0.0,0.0,0.03,0.03,0.06,0.14,0.16,0.12,0.08,0.09,0.09,0.07,0.04,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.54,0.83,0.97,0.83,0.66,0.38,0.15,0.03,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.24,0.5,0.85,1.02,1.21,1.11,0.76,0.31,0.0,0.0,0.0,0.0,0.03,0.16,0.34,0.4,0.28,0.09,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.0,0.04,0.21,0.28,0.24,0.07,0.0,0.0,0.01,0.04,0.13,0.12,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.35,0.63,0.78,0.87,0.79,0.68,0.46,0.3,0.15,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.7,0.92,0.8,0.49,0.27,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.29,0.35,0.17,0.07,0.0,0.0,0.09,0.23,0.35,0.26,0.18,0.18,0.27,0.34,0.22,0.14,0.0,0.0,0.0,0.0,0.06,0.08,0.08,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.09,0.15,0.18,0.2,0.14,0.03,0.01,0.01,0.04,0.04,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.29,0.54,0.73,0.93,1.13,1.29,1.35,1.3,1.25,1.23,1.25,1.2,1.1,0.97,0.87,0.59,0.4,0.28,0.44,0.52,0.57,0.44,0.27,0.1,0.08,0.23,0.36,0.42,0.3,0.32,0.58,0.99,1.22,1.11,0.86,0.68,0.7,0.92,1.11,1.27,1.27,1.26,1.07,0.74,0.39,0.13,0.05,0.0,0.0,0.0,0.04,0.11,0.31,0.57,0.84,0.97,0.99,0.97,0.9,0.7,0.44,0.19,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.04,0.05,0.09,0.05,0.04,0.06,0.15,0.21,0.2,0.32,0.53,0.92,1.26,1.49,1.55,1.53,1.49,1.42,1.37,1.36,1.44,1.43,1.44,1.46,1.4,1.07,0.63,0.39,0.37,0.46,0.42,0.37,0.21,0.14,0.26,0.67,1.01,1.11,0.84,0.57,0.56,0.71,0.89,0.79,0.67,0.58,0.72,0.81,1.1,1.27,1.52,1.52,1.27,0.99,0.6,0.33,0.18,0.08,0.08,0.24,0.63,0.86,0.92,0.95,1.11,1.29,1.31,1.4,1.37,1.22,0.86,0.44,0.15,0.04,0.0,0.04,0.16,0.16,0.11,0.0,0.0,0.01,0.17,0.18,0.18,0.02,0.0,0.0,0.0,0.02,0.03,0.03,0.02,0.0,0.0,0.0,0.01,0.01,0.01,0.01,0.01,0.03,0.02,0.02,0.03,0.09,0.1,0.07,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.25,0.44,0.53,0.7,0.78,0.8,0.59,0.39,0.34,0.42,0.56,0.73,0.88,0.98,0.75,0.45,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.39,0.58,0.55,0.37,0.19,0.04,0.0,0.0,0.0,0.23,0.43,0.58,0.49,0.36,0.25,0.15,0.14,0.1,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.18,0.38,0.57,0.61,0.54,0.45,0.52,0.49,0.32,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.04,0.0,0.0,0.01,0.08,0.15,0.17,0.12,0.11,0.14,0.16,0.14,0.1,0.1,0.11,0.08,0.08,0.07,0.09,0.15,0.33,0.84,1.41,2.06,2.42,2.69,2.75,2.87,2.85,2.8,2.59,2.5,2.6,2.75,2.91,2.92,3.0,2.71,1.98,1.18,0.61,0.46,0.44,0.47,0.62,0.92,1.56,2.18,2.49,2.53,2.21,1.96,1.71,1.69,1.8,1.81,2.13,2.19,2.32,2.26,2.32,2.45,2.46,2.48,2.43,2.08,1.65,1.16,0.92,0.72,0.76,0.88,1.29,1.45,1.88,2.1,2.64,2.81,3.02,3.04,3.06,2.8,2.38,1.8,1.08,0.44,0.11,0.07,0.12,0.12,0.15,0.21,0.55,1.08,1.38,1.03,0.47,0.1,0.14,0.2,0.17,0.09,0.04,0.09,0.14,0.12,0.06,0.0,0.03,0.06,0.12,0.15,0.14,0.15,0.11,0.1,0.05,0.05,0.06,0.05,0.04,0.01,0.0,0.0,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.06,0.09,0.08,0.06,0.04,0.05,0.04,0.06,0.05,0.04,0.02,0.03,0.08,0.09,0.1,0.16,0.2,0.41,0.62,0.96,1.21,1.41,1.57,1.67,1.68,1.5,1.32,1.14,1.34,1.57,1.83,1.89,1.88,1.54,0.94,0.4,0.26,0.34,0.4,0.27,0.13,0.09,0.3,0.67,1.02,1.19,0.99,0.65,0.48,0.59,0.72,0.64,0.59,0.67,0.98,1.13,1.18,1.16,1.2,1.22,1.05,0.64,0.24,0.0,0.0,0.04,0.13,0.25,0.37,0.28,0.26,0.26,0.76,1.11,1.42,1.43,1.49,1.4,1.25,0.99,0.61,0.25,0.0,0.0,0.0,0.0,0.0,0.05,0.14,0.27,0.28,0.19,0.05,0.0,0.0,0.02,0.05,0.06,0.06,0.05,0.05,0.04,0.02,0.02,0.06,0.08,0.1,0.06,0.06,0.03,0.02,0.0,0.0,0.01,0.03,0.04,0.06,0.04,0.02,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43,0.34,0.2,0.16,0.07,0.2,0.27,0.38,0.35,0.35,0.39,0.43,0.55,0.55,0.59,0.5,0.45,0.45,0.56,0.63,0.62,0.38,0.2,0.03,0.03,0.0,0.01,0.06,0.12,0.1,0.16,0.14,0.18,0.13,0.11,0.1,0.09,0.22,0.18,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.03,0.0,0.0,0.0,0.0,0.0,0.09,0.12,0.21,0.3,0.4,0.5,0.32,0.44,0.42,0.67,0.58,0.5,0.27,0.19,0.11,0.07,0.0,0.0,0.0,0.03,0.11,0.2,0.17,0.13,0.1,0.1,0.06,0.05,0.09,0.22,0.17,0.13,0.03,0.07,0.11,0.14,0.15,0.11,0.11,0.13,0.15,0.1,0.08,0.12,0.12,0.06,0.0,0.05,0.12,0.16,0.16,0.09,0.09,0.14,0.2,0.18,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
